text,label
"Which actor has appeared in the films `Se7en', 'Fight Club', 'Inglourious Basterds' and 'Oceans Eleven'?",general
"Which American rock band, formed in 1964, included amongst its members David Crosby and Roger McGuinn?",general
"In Greek mythology, what was the name of the winged horse which sprang from the dead body of Medusa?",general
"""Which legendary actress spoke for the first time on screen in the 1930 film """"Anna Christie""""?""",general
Leonardo da Vinci's 'The Last Supper' is in a church in which city?,general
"Who played Mo Mowlam in the 2009 television drama, Mo?",general
The bicentenary of which event was commemorated by the issue of a special £2 coin in 2007?,general
"Who, in the Old Testament, ordered the building of the Golden Calf?",general
At which battle of 1403 was Sir Henry Percy aka Hotspur killed?,general
The Latin 'Dunelm' relates to which Church of England diocese?,general
In which constellation is the Crab Nebula?,general
In which year did men first walk on the moon?,general
Ramon Mercader assassinated which C20th leader?,general
What name is given to the ninth month of the Muslim year?,general
Danny O'Donoghue was a judge on the TV show 'The Voice'; he is the singer with which group?,general
La Digue and Mahe are islands in which Indian Ocean group?,general
Which Roman wrote 'Ars Poetica' and the 'Odes'?,general
In Greek mythology who was the mother of Achilles?,general
"In the Muslim religion, how many times a day does the muezzin call the faithful to prayer?",general
What do the cities of Turku in Finland and Tallinn in Estonia have in common in 2011?,general
The Pleiades and Hyades star clusters are in which constellation?,general
"Who was the mother of Christ's mother, Mary?",general
"Which American Indian Lakota chief is the subject of a monument, begun in 1948, in the Black Hills of South Dakota?",general
Which British chemist/inventor first isolated the chemical element sodium?,general
The seat of the International Criminal Court is in which city?,general
"""Who portrayed Johnny Cash in the 2005 film """"Walk the Line""""?""",general
In which dale of the Peak District can Lover's Leap be found?,general
How do I get to Co Loa?,heritage
"This historical site retains the tunnel system, housing and structures for operation, demonstrating the will and fighting spirit of our people.",heritage
List the historical events related to Hoa Lu Ancient Capital.,heritage
"After the war ended and Vietnam gained independence, ATK Dinh Hoa became an important historical landmark, which deeply imprinted the resistance and contributed greatly by the military and people Vietnam in the country's liberation.",heritage
Does Independence Palace have any cultural importance?,heritage
Can you tell me about the history of Hue Imperial City?,heritage
Is Temple of Literature a recognized historical site?,heritage
Bach Dang Giang Historical Site stands as a witness to the country's history.,heritage
What are the opening hours of Con Dao Historical Site?,heritage
What makes Vinh Nghiem Pagoda unique?,heritage
Tran Quoc Pagoda is located in Tay Ho District?,heritage
"However, with the rapid development of tourism, the Government and international conservation organizations have focused on developing sustainable tourism, ensuring that it does not affect the natural environment and the special ecosystem of the region.",heritage
"Vinh Nghiem Pagoda (Duc La Pagoda) is located in Tri Yen Commune, Yen Dung District, Bac Giang Province, is an ancient temple built from the Ly Dynasty and expanded strongly under the Tran Dynasty.",heritage
Does Pac Bo Special National Monument have any cultural importance?,heritage
Many tourists visit Pac Bo Special National Monument to learn about history.,heritage
When was Hue Imperial City built?,heritage
"President Ton Duc Thang Memorial Site at My Hoa Hung is located in My Hoa Hung Commune, City Long Xuyen, An Giang Province.",heritage
Can visitors tour the inside of Ha Long Bay?,heritage
What makes Hung Temple unique?,heritage
Is there an entrance fee for Con Dao Historical Site?,heritage
"With unique historical, cultural and architectural values, One Pillar Pagoda was recognized as a National Historic Monument in 1962 and became one of the indispensable destinations of tourists when coming to Hanoi.",heritage
"During the resistance war against the French, Viet Bac was chosen as the safety zone (ATK) of the Central Agency, the Government and the army.",heritage
List the historical events related to Tran Quoc Pagoda.,heritage
Tell me more about One Pillar Pagoda (Dien Huu Tu).,heritage
What makes Co Loa unique?,heritage
Does President Ho Chi Minh Memorial Site at the Presidential Palace have any cultural importance?,heritage
"Key features of Vinh Nghiem Pagoda include Di tích lịch sử, kiến trúc nghệ thuật.",heritage
What are the opening hours of Bach Dang Giang Historical Site?,heritage
List the historical events related to Citadel of the Ho Dynasty.,heritage
Does Huong Pagoda have any cultural importance?,heritage
When was Bai Dinh Pagoda built?,heritage
Are there any festivals held at President Ton Duc Thang Memorial Site at My Hoa Hung?,heritage
Is Pac Bo Special National Monument a recognized historical site?,heritage
"Temple of Literature is located in Dong Da District, City Hanoi.",heritage
Tell me more about Pac Bo Special National Monument.,heritage
Describe the landscape around Trang An Landscape Complex.,heritage
Describe the landscape around Phu Dong Temple.,heritage
"In the 11th century, when Buddhism flourished in Dai Viet, the pagoda was restored and expanded by King Ly Thai To, becoming a major Buddhist center of the citadel Thang Long.",heritage
Can visitors tour the inside of Co Loa?,heritage
What makes Phu Dong Temple unique?,heritage
Is there an entrance fee for Vinh Nghiem Pagoda?,heritage
Who is the founder of Vinh Nghiem Pagoda?,heritage
Are there any festivals held at Imperial Citadel of Thang Long - Hanoi?,heritage
Describe the landscape around Citadel of the Ho Dynasty.,heritage
Can you tell me about the history of Con Dao Historical Site?,heritage
"Key features of Pac Bo Special National Monument include Di tích lịch sử cách mạng, danh lam thắng cảnh.",heritage
Does Trang An Landscape Complex have any cultural importance?,heritage
Does President Ton Duc Thang Memorial Site at My Hoa Hung have any cultural importance?,heritage
Tran Quoc Pagoda is a well-known historical landmark.,heritage
What legends are associated with Hoan Kiem Lake and Ngoc Son Temple?,heritage
Can you tell me about the history of Hue Imperial City?,heritage
"President Ho Chi Minh Memorial Site at Kim Lien is located in Kim Lien Commune, Nam Dan District, Nghe An Province.",heritage
Many tourists visit One Pillar Pagoda (Dien Huu Tu) to learn about history.,heritage
"In 1010, King Ly Thai To moved the capital from Hoa Lu to Thang Long and built Khai Quoc Pagoda (the predecessor of Tran Quoc Pagoda) right on the alluvial ground Red River.",heritage
"Bai Dinh Pagoda is located in Gia Vien District, Ninh Binh Province.",heritage
Why is Citadel of the Ho Dynasty considered a heritage site?,heritage
How do I get to Hoan Kiem Lake and Ngoc Son Temple?,heritage
Can you tell me about the history of Phu Dong Temple?,heritage
Who is the founder of Hue Imperial City?,heritage
"Key features of Co Loa include Di tích lịch sử, truyền thuyết An Dương Vương.",heritage
What makes Con Dao Historical Site unique?,heritage
Are there any festivals held at Pac Bo Special National Monument?,heritage
Are there any festivals held at Trang An Landscape Complex?,heritage
Does Citadel of the Ho Dynasty have any cultural importance?,heritage
What are the architectural features of Bach Dang Giang Historical Site?,heritage
Can visitors tour the inside of Temple of Literature?,heritage
"Besides historical values, Con Dao is also a spooky tourist destination with pristine natural beauty, clear blue beaches and diverse ecosystems (Con Dao National Park).",heritage
List the historical events related to Hue Imperial City.,heritage
What legends are associated with Hue Imperial City?,heritage
How do I get to Vinh Nghiem Pagoda?,heritage
"The main temple area includes works such as Tam Quan, Bell Tower, Quan Am Palace, Phap Chu Palace, Tam The Palace, with massive scale and bold architectural imprint East A.",heritage
Describe the landscape around President Ho Chi Minh Memorial Site at the Presidential Palace.,heritage
Tell me more about Ha Long Bay.,heritage
What artifacts are preserved at Bai Dinh Pagoda?,heritage
Can visitors tour the inside of Trang An Landscape Complex?,heritage
What are the architectural features of Trang An Landscape Complex?,heritage
"Key features of Con Dao Historical Site include Di tích lịch sử nhà tù, tinh thần bất khuất.",heritage
Are there any festivals held at Hoan Kiem Lake and Ngoc Son Temple?,heritage
"This is a place to keep artifacts, documents and images about the life and revolutionary career of President Ton Duc Thang - a staunch communist soldier, a close friend of President Ho Chi Minh.",heritage
What legends are associated with Phu Dong Temple?,heritage
How do I get to Huong Pagoda?,heritage
Describe the landscape around Con Dao Historical Site.,heritage
"Hue Imperial City is located in City Hue, Thua Thien Hue Province.",heritage
"President Ho Chi Minh Memorial Site at Kim Lien is famous for its unique design and historical value.",heritage
What are the architectural features of Hoan Kiem Lake and Ngoc Son Temple?,heritage
"Trang An Landscape Complex is located in districts Hoa Lu, Gia Vien, Nho Quan, City Tam Diep and City Ninh Binh, Ninh Binh Province.",heritage
"The architecture of Citadel of the Ho Dynasty reflects the culture of its time.",heritage
What are the architectural features of Vinh Nghiem Pagoda?,heritage
Is there an entrance fee for One Pillar Pagoda (Dien Huu Tu)?,heritage
Who is the founder of Co Loa?,heritage
Is Trang An Landscape Complex a recognized historical site?,heritage
Are there any festivals held at Ha Long Bay?,heritage
How do I get to President Ho Chi Minh Memorial Site at the Presidential Palace?,heritage
What legends are associated with Co Loa?,heritage
List the historical events related to Ha Long Bay.,heritage
What makes Temple of Literature unique?,heritage
Where is Con Dao Historical Site located?,heritage
"The site of Imperial Citadel of Thang Long - Hanoi offers a glimpse into the past.",heritage
Where is Bach Dang Giang Historical Site located?,heritage
Many tourists visit Trang An Landscape Complex to learn about history.,heritage
Can visitors tour the inside of President Ho Chi Minh Memorial Site at the Presidential Palace?,heritage
What are the opening hours of Bai Dinh Pagoda?,heritage
"Temple of Literature is associated with: Di tích lịch sử, văn hóa giáo dục, kiến trúc nghệ thuật.",heritage
Tell me more about President Ho Chi Minh Memorial Site at Kim Lien.,heritage
What artifacts are preserved at Trang An Landscape Complex?,heritage
Does Vinh Nghiem Pagoda have any cultural importance?,heritage
"Key features of Trang An Landscape Complex include Di sản thế giới, danh lam thắng cảnh, khảo cổ học.",heritage
Where is Ha Long Bay located?,heritage
What artifacts are preserved at President Ton Duc Thang Memorial Site at My Hoa Hung?,heritage
What makes President Ho Chi Minh Memorial Site at the Presidential Palace unique?,heritage
"The relic site includes: Main temple (Thuong temple), Tomb of King Hung, Gieng Temple, Ha Temple, Trung Temple and surrounding works.",heritage
"Key features of Imperial Citadel of Thang Long - Hanoi include Di tích lịch sử, khảo cổ học, di sản thế giới.",heritage
"Key features of Ha Long Bay include Di sản thiên nhiên thế giới, cảnh quan hùng vĩ, hang động kỳ thú.",heritage
Why is Hung Temple considered a heritage site?,heritage
"The architecture of Huong Pagoda reflects the culture of its time.",heritage
What artifacts are preserved at Hue Imperial City?,heritage
Describe the landscape around President Ton Duc Thang Memorial Site at My Hoa Hung.,heritage
When was Bach Dang Giang Historical Site built?,heritage
Is Vinh Nghiem Pagoda a recognized historical site?,heritage
I would like to visit President Ho Chi Minh Memorial Site at the Presidential Palace someday.,heritage
Many tourists visit Huong Pagoda to learn about history.,heritage
"President Ho Chi Minh Memorial Site at the Presidential Palace is famous for its unique design and historical value.",heritage
"President Ho Chi Minh Memorial Site at Kim Lien stands as a witness to the country's history.",heritage
"Key features of Hue Imperial City include Di tích lịch sử, kiến trúc cung đình, văn hóa phi vật thể.",heritage
List the historical events related to President Ho Chi Minh Memorial Site at the Presidential Palace.,heritage
"Key features of President Ton Duc Thang Memorial Site at My Hoa Hung include Di tích lịch sử lưu niệm danh nhân.",heritage
Is there an entrance fee for President Ho Chi Minh Memorial Site at Kim Lien?,heritage
Can visitors tour the inside of Bai Dinh Pagoda?,heritage
What legends are associated with One Pillar Pagoda (Dien Huu Tu)?,heritage
Is there an entrance fee for Bach Dang Giang Historical Site?,heritage
Why is Trang An Landscape Complex considered a heritage site?,heritage
Who is the founder of Trang An Landscape Complex?,heritage
"The site of Co Loa offers a glimpse into the past.",heritage
Many tourists visit Bai Dinh Pagoda to learn about history.,heritage
What artifacts are preserved at One Pillar Pagoda (Dien Huu Tu)?,heritage
Can you tell me about the history of Co Loa?,heritage
"In 1070, King Ly Thanh Tong built the Temple of Literature to worship Confucius and sages of Confucianism.",heritage
What are the architectural features of Phu Dong Temple?,heritage
Can visitors tour the inside of Imperial Citadel of Thang Long - Hanoi?,heritage
I would like to visit Huong Pagoda someday.,heritage
"Many tourists visit Hue Imperial City to learn about history.",heritage
"Tran Quoc Pagoda is associated with: Di tích lịch sử, kiến trúc phật giáo, danh lam thắng cảnh.",heritage
Can visitors tour the inside of Vinh Nghiem Pagoda?,heritage
What are the opening hours of Hue Imperial City?,heritage
Can you tell me about the history of President Ho Chi Minh Memorial Site at Kim Lien?,heritage
When was Hung Temple built?,heritage
I would like to visit Vinh Nghiem Pagoda someday.,heritage
"The site of Pac Bo Special National Monument offers a glimpse into the past.",heritage
"Imperial Citadel of Thang Long - Hanoi is located in District Ba Dinh, City Hanoi.",heritage
Who is the founder of Bach Dang Giang Historical Site?,heritage
Can you tell me about the history of Hoan Kiem Lake and Ngoc Son Temple?,heritage
Many tourists visit Hoan Kiem Lake and Ngoc Son Temple to learn about history.,heritage
What artifacts are preserved at Citadel of the Ho Dynasty?,heritage
"Independence Palace plays an important role in the spiritual life of the locals.",heritage
Tell me more about Con Dao Historical Site.,heritage
What makes Co Loa unique?,heritage
Where is Trang An Landscape Complex located?,heritage
Is there an entrance fee for Hue Imperial City?,heritage
Is there an entrance fee for President Ton Duc Thang Memorial Site at My Hoa Hung?,heritage
"In particular, woodblocks of Vinh Nghiem Pagoda - a set of woodblocks engraved with Buddhist sutras from the Le and Nguyen dynasties - was recognized by UNESCO as a World Documentary Heritage in the Asia-Pacific region in 2012.",heritage
"Con Dao Historical Site stands as a witness to the country's history.",heritage
Who is the founder of One Pillar Pagoda (Dien Huu Tu)?,heritage
"Ha Long Bay is famous for its unique design and historical value.",heritage
What are the architectural features of Co Loa?,heritage
"The architecture of President Ton Duc Thang Memorial Site at My Hoa Hung reflects the culture of its time.",heritage
Can you tell me about the history of President Ho Chi Minh Memorial Site at the Presidential Palace?,heritage
"The site of Phu Dong Temple offers a glimpse into the past.",heritage
"Key features of President Ho Chi Minh Memorial Site at Kim Lien include Di tích lịch sử lưu niệm danh nhân.",heritage
"Independence Palace is associated with: Di tích lịch sử, kiến trúc nghệ thuật.",heritage
"Con Dao Historical Site plays an important role in the spiritual life of the locals.",heritage
Is Hue Imperial City a recognized historical site?,heritage
Who is the founder of Hung Temple?,heritage
"The site of Con Dao Historical Site offers a glimpse into the past.",heritage
List the historical events related to Imperial Citadel of Thang Long - Hanoi.,heritage
Can you tell me about the history of One Pillar Pagoda (Dien Huu Tu)?,heritage
Is Phu Dong Temple a recognized historical site?,heritage
"Key features of Hung Temple include Di tích lịch sử, tín ngưỡng thờ cúng Hùng Vương.",heritage
What legends are associated with President Ho Chi Minh Memorial Site at the Presidential Palace?,heritage
Where is Vinh Nghiem Pagoda located?,heritage
Why is One Pillar Pagoda (Dien Huu Tu) considered a heritage site?,heritage
Tell me more about President Ho Chi Minh Memorial Site at the Presidential Palace.,heritage
How do I get to Hung Temple?,heritage
What are the opening hours of Trang An Landscape Complex?,heritage
Why is Ha Long Bay considered a heritage site?,heritage
Many tourists visit Hung Temple to learn about history.,heritage
What artifacts are preserved at Co Loa?,heritage
"The architecture of One Pillar Pagoda (Dien Huu Tu) reflects the culture of its time.",heritage
Why is President Ho Chi Minh Memorial Site at Kim Lien considered a heritage site?,heritage
What are the opening hours of Phu Dong Temple?,heritage
When was Trang An Landscape Complex built?,heritage
"The main works include: Temple of King Dinh Tien Hoang, Temple of King Le Dai Hanh, Temple of Phat Kim Princess, Nhat Tru Pagoda, Phu Vuon Thien, Lang King Dinh, Lang King Le.",heritage
"Huong Pagoda is a well-known historical landmark.",heritage
What makes Bach Dang Giang Historical Site unique?,heritage
Tell me more about Bach Dang Giang Historical Site.,heritage
What legends are associated with Hung Temple?,heritage
What makes Hoan Kiem Lake and Ngoc Son Temple unique?,heritage
How do I get to Trang An Landscape Complex?,heritage
"The architecture of Imperial Citadel of Thang Long - Hanoi reflects the culture of its time.",heritage
Can you tell me about the history of Vinh Nghiem Pagoda?,heritage
Tell me more about President Ton Duc Thang Memorial Site at My Hoa Hung.,heritage
"Independence Palace is located in District 1, City Ho Chi Minh.",heritage
Describe the landscape around Hung Temple.,heritage
"Imperial Citadel of Thang Long - Hanoi is a well-known historical landmark.",heritage
Is there an entrance fee for President Ho Chi Minh Memorial Site at the Presidential Palace?,heritage
Is Hoan Kiem Lake and Ngoc Son Temple a recognized historical site?,heritage
"Con Dao Historical Site is located in Con Dao District, Ba Ria - Vung Tau Province.",heritage
"Imperial Citadel of Thang Long - Hanoi is famous for its unique design and historical value.",heritage
"Pac Bo Special National Monument is a well-known historical landmark.",heritage
How do I get to Temple of Literature?,heritage
What artifacts are preserved at Bach Dang Giang Historical Site?,heritage
How do I get to President Ton Duc Thang Memorial Site at My Hoa Hung?,heritage
Is Citadel of the Ho Dynasty a recognized historical site?,heritage
Are there any festivals held at One Pillar Pagoda (Dien Huu Tu)?,heritage
List the historical events related to Dien Bien Phu Battlefield Historical Site.,heritage
Can visitors tour the inside of Hoan Kiem Lake and Ngoc Son Temple?,heritage
Can you tell me about the history of President Ton Duc Thang Memorial Site at My Hoa Hung?,heritage
"Hung Temple is associated with: Di tích lịch sử, tín ngưỡng thờ cúng Hùng Vương.",heritage
I would like to visit President Ho Chi Minh Memorial Site at Kim Lien someday.,heritage
List the historical events related to Trang An Landscape Complex.,heritage
"Con Dao Prison (Con Dao, Ba Ria - Vung Tau) is a complex of relics associated with the prison system under the French and US-puppet periods; known for its history of detention and political repression.",heritage
How do I get to Imperial Citadel of Thang Long - Hanoi?,heritage
Are there any festivals held at Phu Dong Temple?,heritage
Is Co Loa a recognized historical site?,heritage
"Dien Bien Phu Battlefield Historical Site is a well-known historical landmark.",heritage
How do I get to Dien Bien Phu Battlefield Historical Site?,heritage
I would like to visit Co Loa someday.,heritage
What legends are associated with Con Dao Historical Site?,heritage
Where is President Ho Chi Minh Memorial Site at the Presidential Palace located?,heritage
Where is Hue Imperial City located?,heritage
"Trang An Landscape Complex is a well-known historical landmark.",heritage
Are there any festivals held at Dien Bien Phu Battlefield Historical Site?,heritage
What legends are associated with Dien Bien Phu Battlefield Historical Site?,heritage
What artifacts are preserved at Con Dao Historical Site?,heritage
Where is One Pillar Pagoda (Dien Huu Tu) located?,heritage
"Key features of Temple of Literature include Di tích lịch sử, văn hóa giáo dục, kiến trúc nghệ thuật.",heritage
What artifacts are preserved at Temple of Literature?,heritage
What are the opening hours of Temple of Literature?,heritage
Who is the founder of Hoa Lu Ancient Capital?,heritage
How do I get to President Ho Chi Minh Memorial Site at Kim Lien?,heritage
Can you tell me about the history of Hung Temple?,heritage
"Dien Bien Phu Battlefield Historical Site is located in City Dien Bien Phu, Dien Bien Province.",heritage
"Trang An Landscape Complex stands as a witness to the country's history.",heritage
When was Hoan Kiem Lake and Ngoc Son Temple built?,heritage
"Trang An Landscape Complex plays an important role in the spiritual life of the locals.",heritage
"The architecture of Hoa Lu Ancient Capital reflects the culture of its time.",heritage
What are the architectural features of Hue Imperial City?,heritage
When was Vinh Nghiem Pagoda built?,heritage
"Key features of Dien Bien Phu Battlefield Historical Site include Di tích lịch sử quân sự, chiến thắng lẫy lừng.",heritage
When was President Ho Chi Minh Memorial Site at the Presidential Palace built?,heritage
Is there an entrance fee for Imperial Citadel of Thang Long - Hanoi?,heritage
Can you tell me about the history of Trang An Landscape Complex?,heritage
"President Ho Chi Minh Memorial Site at the Presidential Palace is associated with: Di tích lịch sử lưu niệm danh nhân.",heritage
Is there an entrance fee for Hung Temple?,heritage
"Dien Bien Phu Battlefield Historical Site stands as a witness to the country's history.",heritage
"Independence Palace stands as a witness to the country's history.",heritage
Can you tell me about the history of Huong Pagoda?,heritage
"Phu Dong Temple is associated with: Di tích lịch sử, truyền thuyết Thánh Gióng.",heritage
Are there any festivals held at Con Dao Historical Site?,heritage
Are there any festivals held at Co Loa?,heritage
What are the opening hours of Hoan Kiem Lake and Ngoc Son Temple?,heritage
How do I get to Hoa Lu Ancient Capital?,heritage
List the historical events related to Con Dao Historical Site.,heritage
Tell me more about Hoan Kiem Lake and Ngoc Son Temple.,heritage
Are there any festivals held at Hue Imperial City?,heritage
"Phu Dong Temple is located in Gia Lam District, City Hanoi.",heritage
I would like to visit Trang An Landscape Complex someday.,heritage
"Tran Quoc Pagoda plays an important role in the spiritual life of the locals.",heritage
Is there an entrance fee for Dien Bien Phu Battlefield Historical Site?,heritage
Who is the founder of Pac Bo Special National Monument?,heritage
"Key features of Hoan Kiem Lake and Ngoc Son Temple include Di tích lịch sử, danh lam thắng cảnh, tâm linh.",heritage
"Hoan Kiem Lake and Ngoc Son Temple is a well-known historical landmark.",heritage
What artifacts are preserved at Phu Dong Temple?,heritage
How do I get to Bach Dang Giang Historical Site?,heritage
Is Dien Bien Phu Battlefield Historical Site a recognized historical site?,heritage
"Imperial Citadel of Thang Long - Hanoi plays an important role in the spiritual life of the locals.",heritage
"Many tourists visit Con Dao Historical Site to learn about history.",heritage
Where is Bai Dinh Pagoda located?,heritage
Describe the landscape around Bach Dang Giang Historical Site.,heritage
"The site of Hoan Kiem Lake and Ngoc Son Temple offers a glimpse into the past.",heritage
Is Bai Dinh Pagoda a recognized historical site?,heritage
"One Pillar Pagoda (Dien Huu Tu) is a well-known historical landmark.",heritage
"Key features of Bach Dang Giang Historical Site include Di tích lịch sử chiến trận, truyền thống yêu nước.",heritage
Is President Ho Chi Minh Memorial Site at Kim Lien a recognized historical site?,heritage
Does Hoan Kiem Lake and Ngoc Son Temple have any cultural importance?,heritage
Is there an entrance fee for Hoa Lu Ancient Capital?,heritage
"Phu Dong Temple plays an important role in the spiritual life of the locals.",heritage
Why is Dien Bien Phu Battlefield Historical Site considered a heritage site?,heritage
Is President Ho Chi Minh Memorial Site at the Presidential Palace a recognized historical site?,heritage
What makes Huong Pagoda unique?,heritage
What makes President Ho Chi Minh Memorial Site at Kim Lien unique?,heritage
Where is Huong Pagoda located?,heritage
Are there any festivals held at Tran Quoc Pagoda?,heritage
What legends are associated with President Ton Duc Thang Memorial Site at My Hoa Hung?,heritage
"Bach Dang Giang Historical Site is a well-known historical landmark.",heritage
"Many tourists visit Pac Bo Special National Monument to learn about history.",heritage
How do I get to Tran Quoc Pagoda?,heritage
Tell me more about Hue Imperial City.,heritage
List the historical events related to Bach Dang Giang Historical Site.,heritage
"The architecture of Tran Quoc Pagoda reflects the culture of its time.",heritage
What legends are associated with Hoa Lu Ancient Capital?,heritage
Can you tell me about the history of Dien Bien Phu Battlefield Historical Site?,heritage
Describe the landscape around Co Loa.,heritage
Who is the founder of Hoan Kiem Lake and Ngoc Son Temple?,heritage
"Hoa Lu Ancient Capital plays an important role in the spiritual life of the locals.",heritage
List the historical events related to President Ton Duc Thang Memorial Site at My Hoa Hung.,heritage
List the historical events related to Phu Dong Temple.,heritage
"Phu Dong Temple is a well-known historical landmark.",heritage
Can you tell me about the history of Pac Bo Special National Monument?,heritage
"Key features of Independence Palace include Di tích lịch sử, kiến trúc nghệ thuật.",heritage
"President Ho Chi Minh Memorial Site at Kim Lien is a well-known historical landmark.",heritage
I would like to visit Temple of Literature someday.,heritage
Why is Temple of Literature considered a heritage site?,heritage
Who is the founder of Tran Quoc Pagoda?,heritage
Is there an entrance fee for Phu Dong Temple?,heritage
Is there an entrance fee for Citadel of the Ho Dynasty?,heritage
Where is Imperial Citadel of Thang Long - Hanoi located?,heritage
Is One Pillar Pagoda (Dien Huu Tu) a recognized historical site?,heritage
List the historical events related to Temple of Literature.,heritage
When was Phu Dong Temple built?,heritage
Can you tell me about the history of Bach Dang Giang Historical Site?,heritage
"Key features of President Ho Chi Minh Memorial Site at the Presidential Palace include Di tích lịch sử lưu niệm danh nhân.",heritage
Tell me more about Vinh Nghiem Pagoda.,heritage
Why is Vinh Nghiem Pagoda considered a heritage site?,heritage
Describe the landscape around Hoan Kiem Lake and Ngoc Son Temple.,heritage
Does One Pillar Pagoda (Dien Huu Tu) have any cultural importance?,heritage
Does Temple of Literature have any cultural importance?,heritage
I would like to visit Hoan Kiem Lake and Ngoc Son Temple someday.,heritage
Where is Phu Dong Temple located?,heritage
List the historical events related to President Ho Chi Minh Memorial Site at Kim Lien.,heritage
What legends are associated with Bach Dang Giang Historical Site?,heritage
What are the opening hours of Vinh Nghiem Pagoda?,heritage
Who is the founder of Citadel of the Ho Dynasty?,heritage
What makes Trang An Landscape Complex unique?,heritage
"President Ton Duc Thang Memorial Site at My Hoa Hung stands as a witness to the country's history.",heritage
Is Ha Long Bay a recognized historical site?,heritage
What makes Hue Imperial City unique?,heritage
Who is the founder of Ha Long Bay?,heritage
Who is the founder of President Ho Chi Minh Memorial Site at Kim Lien?,heritage
List the historical events related to Hung Temple.,heritage
Describe the landscape around Pac Bo Special National Monument.,heritage
"Hoa Lu Ancient Capital stands as a witness to the country's history.",heritage
Can visitors tour the inside of President Ton Duc Thang Memorial Site at My Hoa Hung?,heritage
What are the opening hours of President Ho Chi Minh Memorial Site at the Presidential Palace?,heritage
"Key features of One Pillar Pagoda (Dien Huu Tu) include Di tích lịch sử, kiến trúc nghệ thuật, Di sản văn hóa.",heritage
I would like to visit Con Dao Historical Site someday.,heritage
Is President Ton Duc Thang Memorial Site at My Hoa Hung a recognized historical site?,heritage
Why is President Ho Chi Minh Memorial Site at the Presidential Palace considered a heritage site?,heritage
What artifacts are preserved at President Ho Chi Minh Memorial Site at Kim Lien?,heritage
Is Bach Dang Giang Historical Site a recognized historical site?,heritage
List the historical events related to Huong Pagoda.,heritage
"Dien Bien Phu Battlefield Historical Site plays an important role in the spiritual life of the locals.",heritage
Does Hung Temple have any cultural importance?,heritage
Why is President Ton Duc Thang Memorial Site at My Hoa Hung considered a heritage site?,heritage
Describe the landscape around Hue Imperial City.,heritage
"Trang An Landscape Complex is associated with: Di sản thế giới, danh lam thắng cảnh, khảo cổ học.",heritage
"Citadel of the Ho Dynasty is located in Vinh Loc District, Thanh Hoa Province.",heritage
"Hoan Kiem Lake and Ngoc Son Temple plays an important role in the spiritual life of the locals.",heritage
Why is Citadel of the Ho Dynasty considered a heritage site?,heritage
Is there an entrance fee for Trang An Landscape Complex?,heritage
What artifacts are preserved at Hung Temple?,heritage
"Hoan Kiem Lake and Ngoc Son Temple is associated with: Di tích lịch sử, danh lam thắng cảnh, tâm linh.",heritage
What legends are associated with Vinh Nghiem Pagoda?,heritage
Are there any festivals held at Temple of Literature?,heritage
What makes Hoa Lu Ancient Capital unique?,heritage
Can visitors tour the inside of President Ho Chi Minh Memorial Site at Kim Lien?,heritage
What legends are associated with Imperial Citadel of Thang Long - Hanoi?,heritage
"In 1010, King Ly Thai To moved the capital from Hoa Lu to Thang Long, opening a brilliant development period of Dai Viet civilization.",heritage
"One Pillar Pagoda (Dien Huu Tu) is located in Ba Dinh District, City Hanoi.",heritage
What artifacts are preserved at Independence Palace?,heritage
"The architecture of Bach Dang Giang Historical Site reflects the culture of its time.",heritage
"Co Loa is a well-known historical landmark.",heritage
"Tran Quoc Pagoda is a famous heritage site in Vietnam.",heritage
When was Temple of Literature built?,heritage
What artifacts are preserved at Imperial Citadel of Thang Long - Hanoi?,heritage
Can visitors tour the inside of Phu Dong Temple?,heritage
"Independence Palace is a well-known historical landmark.",heritage
Are there any festivals held at Bach Dang Giang Historical Site?,heritage
What artifacts are preserved at Dien Bien Phu Battlefield Historical Site?,heritage
"Many tourists visit President Ho Chi Minh Memorial Site at Kim Lien to learn about history.",heritage
"Hoan Kiem Lake and Ngoc Son Temple is located in Hoan Kiem District, City Hanoi.",heritage
"Dien Bien Phu Battlefield Historical Site is associated with: Di tích lịch sử quân sự, chiến thắng lẫy lừng.",heritage
"Huong Pagoda is located in My Duc District, City Hanoi.",heritage
Why is Hoan Kiem Lake and Ngoc Son Temple considered a heritage site?,heritage
Is there an entrance fee for Temple of Literature?,heritage
What legends are associated with Citadel of the Ho Dynasty?,heritage
Tell me more about Trang An Landscape Complex.,heritage
Tell me more about Temple of Literature.,heritage
What are the opening hours of Pac Bo Special National Monument?,heritage
Are there any festivals held at Hoa Lu Ancient Capital?,heritage
Tell me more about Imperial Citadel of Thang Long - Hanoi.,heritage
What are the architectural features of Dien Bien Phu Battlefield Historical Site?,heritage
"Bai Dinh Pagoda is associated with: Di tích lịch sử, kiến trúc phật giáo hoành tráng, tâm linh.",heritage
Are there any festivals held at Hung Temple?,heritage
Is there an entrance fee for Huong Pagoda?,heritage
Why is Con Dao Historical Site considered a heritage site?,heritage
I would like to visit Citadel of the Ho Dynasty someday.,heritage
"Vinh Nghiem Pagoda stands as a witness to the country's history.",heritage
Is Independence Palace a recognized historical site?,heritage
What are the architectural features of Con Dao Historical Site?,heritage
What are the architectural features of Imperial Citadel of Thang Long - Hanoi?,heritage
